question_id,question_type,route,question,candidate_rank,nct_id,canonical_company,phases,overall_status,normalized_programs,brief_title,conditions,primary_outcomes,brief_summary,start_date,enrollment,is_gold_evidence,review_notes
F07,factual,retrieval,What populations are being studied in Survodutide obesity trials?,2,NCT06309992,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide Helps People Living With Obesity or Overweight and With a Confirmed or Presumed Liver Disease Called Non-alcoholic Steatohepatitis (NASH) to Reduce Liver Fat and to Lose Weight (SYNCHRONIZE-MASLD),"[""Obesity"", ""Non-Alcoholic SteatoHepatitis (NASH)""]","[{""measure"": ""Relative reduction in liver fat content of at least 30% from baseline to Week 48 (yes/no) assessed by magnetic resonance imaging proton density fat fraction (MRI-PDFF) [%]"", ""description"": null, ""time_frame"": ""at baseline, at week 48""}, {""measure"": ""Relative change (%) in body weight [kg] from baseline to Week 48"", ""description"": null, ""time_frame"": ""at baseline, at week 48""}]","This study is open to adults who are at least 18 years old and have

* presumed or confirmed NASH together with overweight or obesity and
* a body mass index (BMI) of 30 kg/m² or more, or
* a BMI of 27 kg/m² and at least one weight-related health problem.

People with a history of other chronic liver diseases cannot take part in this study.

The purpose of this study is to find out whether a medicine called survodutide helps people living with obesity or overweight and a confirmed or presumed liver disease called nonalcoholic steatohepatitis (NASH) to have less liver fat and to lose weight. Participants are put into 2 groups randomly, which means by chance. 1 group gets different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants and doctors do not know who is in which group. Participants inject survodutide or placebo under their skin once a week for about 1 year. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 3 months. During this time, it is planned that participants visit the study site up to 14 times and receive 3 phone calls by the site staff. The doctors check participants' health and take note of any unwanted effects. The participants' body weight is regularly measured. At 3 of the visits, the participants' liver is measured using different imaging methods. The results are compared between the groups to see whether the treatment works.",2024-04-02,218.0,1.0,Selected: captures a distinct Survodutide population or geographic subgroup.
F07,factual,retrieval,What populations are being studied in Survodutide obesity trials?,3,NCT06214741,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide (BI 456906) Helps Chinese People Living With Overweight or Obesity to Lose Weight,"[""Obesity"", ""Overweight""]","[{""measure"": ""Percentage change in body weight from baseline to Week 52"", ""description"": null, ""time_frame"": ""At baseline and at Week 52.""}, {""measure"": ""Achievement of body weight reduction ≥5% (yes/no) from baseline to Week 52"", ""description"": null, ""time_frame"": ""At baseline and at Week 52.""}]","This study in China is open to adults who are at least 18 years old who are living with overweight or obesity. People with a body mass index (BMI) of 28 kg/m\^2 or higher or 24 kg/m\^2 or higher with at least 1 weight related problem can join the study. The main purpose of this study is to find out whether a medicine called survodutide helps people with overweight or obesity. 2 different doses of survodutide are tested in this study.

Participants are put into 3 groups by chance. Each participant has an equal chance of being in each group. 2 groups get different doses of survodutide. 1 group gets placebo. Participants get survodutide or placebo as injections under the skin once a week for about 19 months.

Placebo injections look like survodutide injections but do not contain any medicine.

Participants are in the study for about 21 months. During this time, there are 20 visits. 14 visits are in person at the study site. Where possible, 6 visits can be done by video call, or by phone in rare cases. During this time, doctors regularly measure participant's body weight. Results are compared between the survodutide groups and placebo group to see whether the treatment works. The doctors also regularly check participants' health and take note of any unwanted effects.",2024-02-06,307.0,1.0,Selected: captures a distinct Survodutide population or geographic subgroup.
F07,factual,retrieval,What populations are being studied in Survodutide obesity trials?,4,NCT06066528,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide (BI 456906) Helps People Living With Overweight or Obesity Who Also Have Diabetes to Lose Weight,"[""Obesity"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Percentage change in body weight from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}, {""measure"": ""Achievement of body weight reduction ≥5% (yes/no) from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}]","This study is open to adults who are at least 18 years old and have a body mass index of 27 kg/m² or more. People can take part if they have type 2 diabetes and if they are currently being treated only with diet and exercise or with specific diabetes medications. Only people who have previously not managed to lose weight by changing their diet can participate.

The purpose of this study is to find out whether a medicine called survodutide (BI 456906) helps people living with overweight or obesity who also have diabetes to lose weight.

Participants are divided into 3 groups by chance, like drawing names from a hat. 2 groups get different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants inject survodutide or placebo under their skin once a week for about one and a half years. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 7 months. During this time, it is planned that participants visit the study site up to 14 times and receive 6 phone calls by the site staff.

The doctors check participants' health and take note of any unwanted effects. The study staff also regularly measure participants' body weight. The results are compared between the groups to see whether the treatment works.",2023-11-27,755.0,1.0,Selected: captures a distinct Survodutide population or geographic subgroup.
F07,factual,retrieval,What populations are being studied in Survodutide obesity trials?,5,NCT06066515,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide (BI 456906) Helps People Living With Overweight or Obesity Who do Not Have Diabetes to Lose Weight,"[""Obesity""]","[{""measure"": ""Percentage change in body weight from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}, {""measure"": ""Achievement of body weight reduction ≥5% (yes/no) from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}]","This study is open to adults who are at least 18 years old and have

* a body mass index (BMI) of 30 kg/m² or more, or
* a BMI of 27 kg/m² or more and at least one health problem related to their weight.

People with type 2 diabetes cannot take part in this study. Only people who have previously not managed to lose weight by changing their diet can participate.

The purpose of this study is to find out whether a medicine called survodutide (BI 456906) helps people living with overweight or obesity to lose weight. Participants are divided into 3 groups by chance, like drawing names from a hat. 2 groups get different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants inject survodutide or placebo under their skin once a week for about one and a half years. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 7 months. During this time, it is planned that participants visit the study site up to 14 times and receive 6 phone calls by the site staff.

The doctors check participants' health and take note of any unwanted effects. The participants' body weight is regularly measured. The results are compared between the groups to see whether the treatment works.",2023-11-25,726.0,1.0,Selected: captures a distinct Survodutide population or geographic subgroup.
F07,factual,retrieval,What populations are being studied in Survodutide obesity trials?,6,NCT04667377,Boehringer Ingelheim,"[""PHASE2""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Different Doses of BI 456906 Help People With Overweight or Obesity to Lose Weight,"[""Obesity""]","[{""measure"": ""Percentage Change in Body Weight From Baseline to Week 46"", ""description"": ""Percentage change in body weight from baseline to Week 46 was modeled using a mixed model for repeated measures (MMRM) with fixed effects for baseline body weight as a continuous linear covariate, and treatment, gender, visit, treatment by visit interaction and baseline by visit interaction as factors, using visit (Week 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 24, 28, 32, 36, 40, and 46) as repeated measures, an unstructured covariance matrix to model within subject measurements, adjusted mean (standard error) at Week 46 is reported. For analysis, all available post-baseline body weight measurements (on- and off-treatment) were used, except those for participants who discontinued treatment early due to COVID-19. For these participants only on-treatment values were used. That is, a hypothetical strategy was used for intercurrent event (ICE) \""COVID-19 pandemic-related early treatment discontinuation\"", a treatment policy strategy for ICE \""non-pandemic-related early treatment discontinuation\""."", ""time_frame"": ""Baseline, Week 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 24, 28, 32, 36, 40, and 46.""}]","This study is open to adults, aged 18 to 75 years, with overweight or obesity. People with body mass index (BMI) of 27 or higher to join the study. People who have diabetes cannot participate. The purpose of this study is to find out whether a medicine called BI 456906 helps people lose weight.

Participants are put into 5 groups by chance. 4 groups get different doses of BI 456906. The fifth group gets placebo. Participants get BI 456906 or placebo as injections under the skin once a week. Placebo injections look like BI 456906 injections but do not contain any medicine.

Participants are in the study for about a year. During this time, there are about 20 in-person visits to the study site. At the study site visits, doctors measure participants' body weight. Results are compared between the BI 456906 groups and the placebo group. The doctors also regularly check the general health of the participants.",2021-03-08,387.0,1.0,Selected: captures a distinct Survodutide population or geographic subgroup.
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,1,NCT07684235,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Extension Trial to Evaluate the Long-term Efficacy, Safety, and Tolerability of Maridebart Cafraglutide (MARITIME-1-EXTENSION)","[""Obesity"", ""Overweight""]","[{""measure"": ""Percent Change in Body Weight from Baseline of the Parent Trial (20210181)"", ""description"": null, ""time_frame"": ""Baseline of parent trial (20210181) to Week 48 of current trial""}, {""measure"": ""Number of Participants Experiencing Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)"", ""description"": null, ""time_frame"": ""Baseline of current trial up to 60 weeks""}]","The primary objective of this trial is to evaluate the long-term efficacy, safety, and tolerability of maridebart cafraglutide in participants with obesity or overweight. Trial 20250197 is an extension of trial 20210181 (NCT06858839).",2026-07-23,3200.0,1.0,Selected: captures a distinct Maridebart cafraglutide endpoint pattern.
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,2,NCT05669599,Amgen,"[""PHASE2""]",COMPLETED,"[""Maridebart cafraglutide""]","Dose-ranging Study to Evaluate the Efficacy, Safety, and Tolerability of AMG 133 in Adult Subjects With Overweight or Obesity, With or Without Type 2 Diabetes Mellitus","[""Obesity"", ""Overweight"", ""Type 2 Diabetes Mellitus""]","[{""measure"": ""Percent Change From Baseline to Week 52 in Body Weight"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}]","The study aims to compare and assess the dose response of 3 selected doses of maridebart cafraglutide compared with placebo, on inducing and maintaining weight loss from baseline at Week 52 in participants with overweight or obesity without diabetes mellitus (Cohort A) and in participants with overweight or obesity with Type 2 diabetes mellitus (Cohort B).",2023-01-18,592.0,1.0,Selected: captures a distinct Maridebart cafraglutide endpoint pattern.
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,3,NCT07441252,Amgen,"[""PHASE2""]",RECRUITING,"[""Maridebart cafraglutide""]",A Trial to Evaluate Efficacy and Safety of Maridebart Cafraglutide in Adults Living With Elevated Liver Fat and Obesity or Overweight,"[""Overweight or Obesity and Elevated Liver Fat""]","[{""measure"": ""Percent Change from Baseline in Liver Fat Content by Magnetic Resonance Imaging Proton Density Fat Fraction (MRI-PDFF) at Week 52"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}, {""measure"": ""Percent Change from Baseline in Body Weight at Week 52"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}]","The main objective of this trial will be to determine whether maridebart cafraglutide is superior to placebo on reduction in liver fat content and body weight in participants living with obesity or overweight and elevated liver fat content, when administered in conjunction with reduced-calorie diet and increased physical activity.",2026-03-05,180.0,1.0,Selected: captures a distinct Maridebart cafraglutide endpoint pattern.
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,4,NCT07684144,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Extension Trial to Evaluate the Long-term Efficacy, Safety, and Tolerability of Maridebart Cafraglutide (MARITIME-2-EXTENSION)","[""Obesity"", ""Overweight"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Percent Change in Body Weight from Baseline of the Parent Trial (20210184)"", ""description"": null, ""time_frame"": ""Baseline of parent trial (20210184) to Week 48 of current trial""}, {""measure"": ""Number of Participants Experiencing Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)"", ""description"": null, ""time_frame"": ""Baseline of current trial up to 60 weeks""}]","The primary objective of this trial is to evaluate the long-term efficacy, safety, and tolerability of maridebart cafraglutide in participants with obesity and type 2 diabetes mellitus. Trial 20210182 is extension of trial 20210184 (NCT06858878).",2026-07-29,950.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,5,NCT06858839,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Evaluation of Maridebart Cafraglutide in Adult Participants Without Type 2 Diabetes Mellitus Who Have Obesity or Are Overweight,"[""Obesity""]","[{""measure"": ""Percent Change From Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight.,2025-03-12,3853.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,6,NCT06858878,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Efficacy and Safety of Maridebart Cafraglutide in Adult Participants With Type 2 Diabetes Mellitus Who Have Obesity or Are Overweight,"[""Type 2 Diabetes Mellitus (T2DM), Obesity, Overweight""]","[{""measure"": ""Percent Change from Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight.,2025-03-17,1105.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,7,NCT07575399,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Efficacy, Safety and Tolerability of Switching From Glucagon-like Peptide-1 Receptor Agonists (GLP-1RA) to Maridebart Cafraglutide in Adults With Obesity or Overweight (MARITIME-SWITCH)","[""Obesity or Overweight""]","[{""measure"": ""Percent Change from Baseline in Body Weight at Week 68"", ""description"": null, ""time_frame"": ""Week 68""}]","Efficacy, safety and tolerability of switching from GLP-1RA to maridebart cafraglutide in adults with obesity or overweight.",2026-05-11,300.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
F08,factual,retrieval,What primary endpoints are used in Maridebart cafraglutide obesity trials?,8,NCT06987695,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Efficacy and Safety of Maridebart Cafraglutide in Adult Participants in Japan Who Have Obesity Disease,"[""Obesity Disease""]","[{""measure"": ""Percent Change From Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}, {""measure"": ""Participants Achieving ≥ 5% Reduction in Body Weight From Baseline at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight and proportion of participants with ≥ 5% reduction in body weight.,2025-06-13,279.0,1.0,Selected: captures a distinct Maridebart cafraglutide endpoint pattern.
F09,factual,retrieval,What trial objectives are being studied for Zenagamtide in obesity?,1,NCT07571109,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea,"[""Obesity"", ""Overweight"", ""Obstructive Sleep Apnoea""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) change in body weight."", ""time_frame"": ""From baseline (week 0) to (week 80)""}, {""measure"": ""Change in apnoea-hypopnoea index (AHI)"", ""description"": ""Measured as events/hour."", ""time_frame"": ""From baseline (week 0) to (week 80)""}]","This study is being done to look at the efficacy and safety of NNC0487-0111 in participants with overweight or obesity, and obstructive sleep apnoea treated with positive airway pressure. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111, (the treatment being tested) or Placebo (a treatment that has no active medicine in it) and which treatment participants get is decided by chance.",2026-05-05,300.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
F09,factual,retrieval,What trial objectives are being studied for Zenagamtide in obesity?,2,NCT06064006,Novo Nordisk,"[""PHASE2""]",COMPLETED,"[""Zenagamtide""]",A Research Study to See How a New Medicine (NNC0487-0111) Works in People With Overweight or Obesity When Injected Under the Skin,"[""Obesity"", ""Overweight""]","[{""measure"": ""PART A: Number of treatment emergent adverse events (TEAE)"", ""description"": ""Number of events"", ""time_frame"": ""From pre-dose on Day 1 until completion of the end of study visit, up to Day 25""}, {""measure"": ""PARTS B to E: Number of treatment emergent adverse events (TEAE)"", ""description"": ""Number of events"", ""time_frame"": ""From pre-dose on Day 1 until completion of the end of study visit (V37) up to Day 270""}]","The purpose of the study is to evaluate if a new study drug, NNC0487-0111, is safe and how it works in the participant's body, when given as injections under the skin",2023-09-15,125.0,1.0,Selected: captures a distinct Zenagamtide development objective.
F09,factual,retrieval,What trial objectives are being studied for Zenagamtide in obesity?,3,NCT07720271,Novo Nordisk,"[""PHASE3""]",NOT_YET_RECRUITING,"[""Zenagamtide""]",AMAZE 9: A Research Study Investigating How Well Zenagamtide Tablets Help People With Excess Body Weight Lose Weight,"[""Overweight"", ""Obesity""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) change in body weight."", ""time_frame"": ""From baseline (week 0) to (week 76)""}]",The purpose of this clinical study is to find out if zenagamtide is safe and effective for treating people who have excess body weight. There are 2 study treatments in this study taken as oral tablets once a day. Participants will either get zenagamtide (the treatment being tested) or Placebo (treatment that has no active medicine in it). Which treatment participants get is decided by chance.,2026-09-01,950.0,1.0,Selected: captures a distinct Zenagamtide development objective.
F09,factual,retrieval,What trial objectives are being studied for Zenagamtide in obesity?,4,NCT07400107,Novo Nordisk,"[""PHASE3""]",NOT_YET_RECRUITING,"[""Semaglutide"", ""Zenagamtide""]",AMAZE 8: A Research Study Investigating How Well the Medicine NNC0487-0111 Compared to Semaglutide Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,"[""Obesity"", ""Overweight"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage of body weight."", ""time_frame"": ""From baseline (week 0) to week 84""}]","The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight and type 2 diabetes. Participant will receive 2 injections every week: an active medicine and a placebo, both taken as injections under the skin once a week. The placebo is a treatment with no active medicine in it and will be given to all participants. In addition to placebo, participants will receive either of the active medicine NNC0487-0111 (the treatment being tested) or Semaglutide (an approved and commonly prescribed treatment used as comparator). Which treatment participants get is decided by chance.",2026-05-20,1000.0,1.0,Selected: captures a distinct Zenagamtide development objective.
